4,0,894.4272,460.97723,430.11627,0,11
3,0,894.4272,460.97723,430.11627,0,21
3,0,863.7084,457.61548,415.11627,0,43
3,0,825.4458,442.62335,411.78033,0,61
4,0,789.50555,427.62338,409.43948,0,82
4,0,751.75006,412.62335,407.65353,0,102
4,0,721.7884,410.83594,392.66385,0,120
4,0,715.9158,410.13663,377.66388,2,142
4,0,710.33075,410.00613,362.66385,2,161
4,0,681.0611,410.42508,347.66388,2,181
4,0,652.4645,411.3908,332.66388,2,202
4,0,629.5536,412.89963,317.6639,2,221
3,0,604.3582,414.94553,302.66394,2,241
4,0,583.50354,417.52063,287.66397,2,261
4,0,550.1685,402.53043,290.35446,2,280
4,0,530.6259,405.65387,275.3751,2,302
4,0,512.4405,410.03775,260.37518,2,321
3,0,496.628,414.95703,245.37515,2,341
3,0,482.6081,420.35657,230.37514,2,362
3,0,453.40994,405.36526,235.95947,2,381
2,1,424.8784,390.3653,242.78967,2,402
2,1,397.2889,375.3653,250.34915,2,421
2,1,360.18784,360.5719,256.4478,2,442
2,1,321.4422,345.68958,263.87054,2,461
2,1,283.91785,330.75998,272.32864,2,480
2,1,244.91342,315.80328,281.62308,2,501
2,1,208.67207,300.8301,291.60843,2,521
2,1,184.69543,285.89038,301.72836,2,542
2,1,151.41306,271.07727,311.57123,2,560
2,1,123.441505,256.45663,321.1842,2,580
2,1,93.206154,242.38335,329.9155,2,601
2,1,69.7175,229.19804,337.64227,2,621
2,1,56.96705,218.1986,343.04138,2,643
2,1,58.92928,211.6067,344.48608,2,661
2,1,69.03782,213.73083,338.7539,2,681
2,1,55.27047,223.84628,327.04755,0,701
2,1,40.36602,237.48557,312.87933,0,721
2,1,50.084454,251.77072,298.35303,0,741
2,1,60.239895,266.27628,283.7417,0,761
2,1,69.564964,281.17194,268.82907,0,781
2,1,79.572395,296.162,253.83801,0,801
2,1,89.20567,311.1616,238.83847,0,821
2,1,99.20568,326.1616,223.83847,0,841
2,1,109.02208,341.16156,208.83847,0,862
2,1,119.02207,356.16156,193.83846,0,882
2,1,128.93025,371.16156,178.83846,0,902
2,1,138.93025,386.16156,163.83846,0,921
2,1,148.88435,401.16156,148.83846,0,941
2,1,146.7397,416.16156,133.83846,0,961
2,1,138.35658,431.16156,118.83845,0,981
2,1,124.394554,445.99298,104.03905,0,1001
3,0,119.44585,460.14227,90.22683,0,1021
3,0,117.0883,473.51996,78.07251,0,1041
3,0,146.09114,458.52158,92.811935,0,1061
3,0,174.14853,443.52158,107.59003,0,1081
3,0,204.05444,428.52158,122.4211,0,1102
